logger_serial,date_time_start,date_time_stop,notes
21444844,9/27/2023 13:30,9/27/2023 13:30,exposure during site check
21444870,9/19/2023 10:45,9/19/2023 10:45,exposure during site check
21444874,9/19/2023 11:30,9/19/2023 11:30,exposure during site check
21444869,6/21/2023 14:00,6/21/2023 14:00,exposure during site check
,,,
,,,
,,,
,,,
,,,
,,, 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
, ,,
