logger_serial,date_time_start,date_time_stop,notes
21488145,5/30/23 15:00,5/30/23 15:00,exposure during site check
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
, ,,
